Tenant_ID,Tenant_Name,Email,Phone,Lease_ID,Property_Name,Unit_Number,Lease_Start,Lease_End,Monthly_Rent,Arrears_Amount,Due_Date,Property_Address,City,State,Country,Postal_Code,Payment_Method,Transaction_Status,Days_Overdue
TEN3292,John Taylor,lauriebarnes@hotmail.com,005.280.5683x8238,LEASE2792,"Fuentes, Moreno and Carr",Unit 71,2023-11-22,2028-05-07,1884.9,3388.38,2025-03-06,"92796 Wagner Junction Apt. 689, Stacychester, IN 94026",Williamschester,Rhode Island,Guatemala,38031,Cash,Failed,77
TEN3298,Kenneth Mahoney,jonathan55@edwards-king.com,+1-170-476-2752x1601,LEASE2798,Mcdonald PLC,Unit 34,2022-08-14,2027-09-21,2021.96,2322.22,2025-03-18,"55697 Howell Locks, Williamland, IL 14118",North Isaac,Texas,Tonga,24307,Cash,Pending,65
TEN3305,Tanner Cummings DVM,joshua41@yahoo.com,811.699.2013x91452,LEASE2805,"Wright, Brown and Cruz",Unit 78,2023-06-27,2025-11-26,2352.28,1147.48,2025-04-15,"84761 Sarah Branch Apt. 291, Garyside, NC 78768",South Victoria,Illinois,Kenya,33278,Standing Order,Failed,37
TEN3309,Lisa Grant,jjennings@hotmail.com,+1-875-864-3756x302,LEASE2809,Holmes-Morrison,Unit 91,2022-01-27,2026-12-24,2231.01,1481.2,2025-03-22,"Unit 3968 Box 6881, DPO AE 35945",Maddoxshire,Connecticut,Russian Federation,915,Credit Card,Failed,61
TEN3310,Brandon Hawkins,obyrd@turner-wells.com,896-031-1485x6462,LEASE2810,Clark and Sons,Unit 60,2021-02-02,2026-01-07,1860.09,1306.46,2025-03-17,"74997 Jimenez Vista Apt. 280, Rodriguezport, NM 86342",New Jordanchester,Maine,Argentina,85107,Standing Order,Completed,66
TEN3319,Chris Rios,hermanmichael@scott.biz,(829)372-1879,LEASE2819,Ward PLC,Unit 13,2023-08-28,2027-02-01,2158.34,3528.3,2025-02-25,"6257 Barajas Crossing Suite 684, South Diana, MS 80333",Keithburgh,New Jersey,Tanzania,95481,Standing Order,Pending,86
TEN3326,Mr. Nathan Anderson,garnerclaire@hawkins-campbell.info,232.899.1335,LEASE2826,Guzman-Horton,Unit 56,2023-08-12,2025-07-11,1207.59,1153.74,2025-04-20,"92485 Allen Fork Apt. 165, Johnsontown, CO 21254",Guerreroburgh,Tennessee,Austria,37224,Cash,Pending,32
TEN3328,Sabrina Brown,moralesjeffrey@hotmail.com,697-486-4432x08596,LEASE2828,Guzman-Jensen,Unit 35,2022-06-25,2027-02-22,2683.76,1410.34,2025-03-23,"1991 Hernandez Spur, North Anthonyburgh, NY 63605",Edwardfort,Massachusetts,Nepal,88976,Credit Card,Completed,60
TEN3332,Amy Mcclain,littledarrell@conner.com,886-363-3405x107,LEASE2832,Ramirez LLC,Unit 74,2022-12-06,2025-08-25,527.27,1171.26,2025-04-18,"PSC 2689, Box 5115, APO AE 82111",Davisshire,Kentucky,Senegal,46010,Bank Transfer,Pending,34
TEN3359,Karen Carr,juan76@castaneda.org,2503148777,LEASE2859,Barnes and Sons,Unit 30,2022-08-19,2027-04-24,2161.2,2563.94,2025-03-18,"15713 Reed Tunnel, Morrisonstad, VT 61718",Port Matthewview,Montana,Djibouti,77530,Bank Transfer,Completed,65
TEN3360,Candice Stewart,nelsonpatricia@andrews-gross.com,295-315-5395,LEASE2860,Brock PLC,Unit 20,2021-07-24,2026-07-12,2307.11,1297.46,2025-03-09,"25215 Bray Groves Suite 406, East Ginaton, CT 87932",Carrton,Missouri,Australia,66635,Cash,In Arrears,74
TEN3361,Anthony Lewis,kenneth37@gmail.com,(016)619-1879x5111,LEASE2861,Wade Inc,Unit 22,2022-08-29,2028-04-08,1580.07,844.71,2025-03-19,"705 Gentry Course Suite 434, East Nicole, TX 77648",South Erica,Oklahoma,Lao People's Democratic Republic,84100,Bank Transfer,Pending,64
TEN3364,Colin Gonzalez,danielle27@hotmail.com,464.194.9673,LEASE2864,Robinson-Smith,Unit 46,2022-01-22,2027-04-10,1112.28,3828.0,2025-04-20,"38365 David Streets, Port Penny, ND 87446",Jenkinsside,Wyoming,Montenegro,1022,Standing Order,Completed,32
TEN3375,Dr. James Hayes DDS,melissawhite@yahoo.com,+1-812-609-1751x2125,LEASE2875,Martinez Group,Unit 62,2022-12-07,2025-12-17,2164.14,1386.74,2025-03-12,"373 Taylor Fields, Lake Nicole, MS 72071",Port Elizabeth,Maryland,Anguilla,30569,Cash,In Arrears,71
TEN3377,James Rhodes,vbates@yahoo.com,(381)504-2286,LEASE2877,Gonzalez and Sons,Unit 69,2021-11-02,2025-07-27,2621.21,1185.15,2025-02-24,"346 Holland Port Apt. 202, Lake Maxwell, TX 79732",Nicolemouth,Virginia,Equatorial Guinea,675,Credit Card,Completed,87
TEN3391,Katie Shaw,vdougherty@bowen-white.net,+1-775-892-1736x030,LEASE2891,"Boyd, Brooks and Humphrey",Unit 12,2022-11-04,2026-11-05,2166.38,758.08,2025-03-28,"5522 Silva Cove, New Leslie, ME 52231",Port Jessicachester,Utah,Iraq,26465,Standing Order,Completed,55
TEN3396,Jessica Harris,griffithbrian@russell.info,001-088-162-0883x15586,LEASE2896,Mercado-Small,Unit 90,2022-01-07,2027-05-04,698.37,3149.61,2025-03-01,"PSC 8522, Box 0040, APO AE 09691",North Angela,Tennessee,Maldives,93259,Cash,In Arrears,82
TEN3403,Matthew Barrera,osantana@hotmail.com,127-056-5470x04392,LEASE2903,Hall-Roberts,Unit 48,2021-04-08,2025-07-20,1351.75,986.23,2025-03-15,"71409 Rios Ways, East Hannah, WY 41057",Anthonymouth,Florida,Angola,65985,Standing Order,Failed,68
TEN3404,Jared Gomez,barnesrobert@gutierrez.com,+1-717-501-6793x48587,LEASE2904,Smith Inc,Unit 6,2023-11-23,2027-09-18,2246.6,812.77,2025-03-01,"368 Timothy Stravenue Suite 022, Lake Vanessa, ND 32066",New Robertburgh,Utah,Afghanistan,68705,Credit Card,Pending,82
TEN3409,Mrs. Amanda Sanchez DVM,keith94@wilson.com,+1-619-659-9182x764,LEASE2909,"Huang, Wilson and Green",Unit 53,2020-07-09,2026-01-25,831.86,635.5,2025-03-31,"888 Mason Forge, West Jacob, LA 11930",Maryfurt,Oregon,Hong Kong,60384,Bank Transfer,Failed,52
TEN3410,Timothy Randall,itaylor@hotmail.com,943-916-4631,LEASE2910,"Miller, Johnson and Green",Unit 5,2022-01-02,2025-07-16,1685.01,3597.41,2025-03-21,"7627 Gonzalez Mills Apt. 404, Saramouth, WV 80749",Ellismouth,Maine,Azerbaijan,97947,Credit Card,Pending,62
TEN3415,Kenneth Dean,clarkconnie@thomas.com,786-571-7950x74630,LEASE2915,"Norman, Hernandez and Holmes",Unit 85,2022-12-20,2027-03-10,2360.96,3826.0,2025-03-04,"PSC 6299, Box 6531, APO AA 14834",East Phillip,Ohio,Australia,92255,Bank Transfer,Completed,79
TEN3417,Savannah Brown,aaron98@hotmail.com,+1-665-958-7584x8469,LEASE2917,"Stewart, Cameron and Jones",Unit 46,2021-11-04,2025-05-26,2663.2,727.44,2025-03-10,"270 Lawson Walks, Jessicafurt, AL 98092",Lake Steven,New York,Tuvalu,15998,Cash,In Arrears,73
TEN3422,Kathryn Collins,adavidson@peterson-larson.info,(543)570-8314,LEASE2922,"Newton, Harrison and Marquez",Unit 19,2023-11-05,2026-02-21,2740.86,1410.37,2025-02-24,"800 Mendoza Hills, Josebury, CA 25897",Thomasside,New York,Colombia,45310,Cash,Completed,87
TEN3425,Darryl Francis,holmesdennis@gmail.com,001-049-271-4313x2037,LEASE2925,"Eaton, Moody and Hodge",Unit 37,2021-02-06,2026-01-24,1067.97,1921.11,2025-02-27,"50787 Joshua Lights Apt. 986, East Katelyn, ME 90906",Michellemouth,Virginia,Niue,15838,Cash,Completed,84
TEN3431,Alison Frank,smithamy@gmail.com,+1-804-453-5830x949,LEASE2931,Hill-Lane,Unit 5,2022-04-13,2027-06-06,1160.06,1553.34,2025-04-05,"7959 Suarez Vista, Colleenbury, MD 81991",Lake Adam,Kansas,Congo,30351,Cash,Pending,47
TEN3434,Sherri Chase,cnorton@hotmail.com,034.254.7911,LEASE2934,"Navarro, Green and White",Unit 2,2023-10-14,2027-04-22,1569.27,3549.36,2025-03-18,"532 Michael Ramp, Carlosview, SC 69633",Mccoybury,Massachusetts,Cocos (Keeling) Islands,6331,Bank Transfer,Failed,65
TEN3438,Tara Ross,wongchristopher@reese.com,001-191-484-6246x047,LEASE2938,Munoz-Saunders,Unit 65,2024-02-22,2025-05-31,991.7,1540.29,2025-04-10,"85817 Padilla Port Suite 452, Hughestown, OH 86783",New Sarah,Georgia,Georgia,53517,Standing Order,Pending,42
TEN3439,Cheryl Ortega,cordovazachary@gmail.com,001-607-453-1429x615,LEASE2939,Gomez PLC,Unit 14,2020-11-06,2028-05-19,1369.07,1679.43,2025-04-14,"73263 Scott Knoll Apt. 141, Johnsonshire, PA 36867",North Kristinmouth,Iowa,Philippines,90571,Credit Card,In Arrears,38
TEN3441,Janet Byrd,melissasmith@young.biz,(207)651-1326,LEASE2941,"Williams, Young and Leonard",Unit 27,2021-08-17,2026-05-07,2560.17,2121.71,2025-04-06,"00093 Michael Meadows, Sullivanshire, AK 76568",Santosport,California,Aruba,25576,Bank Transfer,Failed,46
TEN3458,Natalie Rodriguez,timothy60@mcguire.net,023-946-9658x37914,LEASE2958,Adams-Cruz,Unit 20,2022-06-16,2027-12-01,2179.82,1437.98,2025-02-21,"37035 Sarah Forges, New Anthony, GA 25957",East Benjamin,Virginia,Germany,5090,Cash,In Arrears,90
TEN3465,David Hess,hchavez@brown.com,548.161.7043x91282,LEASE2965,Mayer Ltd,Unit 4,2024-02-26,2028-03-10,2024.17,1153.71,2025-03-04,"701 Hawkins Plaza, New Allen, AK 93622",Barrychester,Maryland,Trinidad and Tobago,25566,Credit Card,Failed,79
TEN3470,Angel Davis,cwilliamson@yahoo.com,900.995.8942,LEASE2970,"Gutierrez, Olson and Frost",Unit 56,2021-04-02,2026-05-01,2243.63,2955.64,2025-04-21,"USCGC Tanner, FPO AP 98184",East Michaelbury,Connecticut,Korea,69002,Credit Card,Completed,31
TEN3476,Kelly Harris,kirktorres@smith.info,(289)159-2796,LEASE2976,Roberts-Vaughn,Unit 18,2022-07-17,2027-07-22,590.94,2341.93,2025-04-18,"38811 Stephen Ports, Port Jason, AL 95986",Roberttown,Arizona,Azerbaijan,44131,Bank Transfer,Completed,34
TEN3480,Teresa Evans,devin81@bates.com,8744835612,LEASE2980,May-Buckley,Unit 45,2020-11-08,2026-07-03,2530.17,3845.27,2025-04-20,"4089 Shaun Plains Suite 406, Alexismouth, UT 82796",Kellyfurt,Michigan,Brunei Darussalam,64528,Bank Transfer,Pending,32
TEN3490,Jennifer Olsen,nicholasreyes@yahoo.com,(112)272-0060,LEASE2990,Wade-Phillips,Unit 42,2021-09-26,2026-12-10,2923.72,2416.27,2025-03-08,"645 Cooper Run, Ashleychester, MA 10707",South Angela,South Carolina,Cayman Islands,36449,Bank Transfer,Failed,75
TEN3491,Jeremy Mcgee,scottmichael@gmail.com,1296155535,LEASE2991,Kelley LLC,Unit 74,2023-09-11,2027-01-29,1890.31,694.81,2025-03-16,"53892 Christine Mission Suite 024, Lake Daniellemouth, CA 29704",Jenniferbury,Arkansas,Greece,56134,Cash,In Arrears,67
TEN3493,Mackenzie Johnson,qwilson@gardner-sanders.com,1818670694,LEASE2993,Brown Inc,Unit 47,2023-04-10,2026-06-15,2880.25,1747.82,2025-03-10,"126 Mason Shoals, South Markburgh, DE 19580",Lake Eric,Massachusetts,Switzerland,32189,Standing Order,In Arrears,73
TEN3494,Stephanie Matthews,nealtamara@miller-lee.org,(496)149-4864,LEASE2994,Molina PLC,Unit 8,2022-10-07,2027-09-25,2017.13,1858.11,2025-03-28,"27698 Jack Shoal, Whitestad, OR 31547",West Michael,Montana,Mali,18262,Standing Order,In Arrears,55
TEN3499,Mr. Adam Thomas Jr.,andrewmurray@fletcher.net,534-525-3449,LEASE2999,Ruiz-Schwartz,Unit 11,2024-01-09,2026-07-01,2308.67,2652.9,2025-03-28,"5742 John Motorway, Robertmouth, OH 78320",North Jeffery,Kentucky,Canada,85294,Cash,Failed,55
TEN3506,Nicholas Hudson,amandagonzalez@yahoo.com,097.004.7867x296,LEASE3006,Griffin PLC,Unit 20,2022-05-24,2027-12-30,1798.45,3273.38,2025-03-21,"Unit 7452 Box 3574, DPO AA 67539",Gibbsmouth,Georgia,Libyan Arab Jamahiriya,91738,Cash,Pending,62
TEN3510,Steven Payne,chadpowers@noble.com,910-691-4936,LEASE3010,Russell-Rodriguez,Unit 18,2022-05-05,2025-12-06,1223.24,579.05,2025-02-28,"958 Brandon Via, Colemanhaven, FL 56654",Christinachester,Kentucky,Lithuania,80760,Bank Transfer,Completed,83
TEN3518,Dustin Fitzgerald,jenniferhall@hotmail.com,+1-424-992-7451x1396,LEASE3018,Kelly PLC,Unit 12,2024-02-28,2027-05-17,1057.4,3146.69,2025-03-15,"082 Bass Mission, New Kimberly, DE 11949",Buckburgh,New Jersey,Iran,33214,Standing Order,Completed,68
TEN3521,Tina Rivera,kirbykevin@neal.com,+1-999-097-4565x3291,LEASE3021,"Smith, Davis and Curry",Unit 66,2021-08-19,2025-09-24,2917.76,3670.39,2025-02-24,"05726 Christian Run Apt. 822, East Troyview, MO 21292",Wuhaven,South Carolina,Dominica,21286,Bank Transfer,Pending,87
TEN3526,Ashlee Benson,hodgesapril@thompson.com,791.856.5292x6161,LEASE3026,Larson Group,Unit 100,2021-02-16,2028-02-26,2911.2,2577.81,2025-03-26,"729 Christopher Oval Apt. 900, Stephaniehaven, OR 63756",Port Mitchellfurt,Maryland,Guyana,35655,Credit Card,Completed,57
TEN3542,Jeffrey Mitchell,jacobsscott@gmail.com,(654)234-8535x7943,LEASE3042,"Adams, Collins and Gonzales",Unit 47,2024-03-27,2028-01-10,938.46,2270.27,2025-04-09,"0364 Jeffrey Plains, Lake Justin, TX 58255",Davisburgh,Wyoming,Czech Republic,43574,Credit Card,Pending,43
TEN3546,Larry Ramirez,carol74@thompson.net,921.282.6053x3590,LEASE3046,Winters-Martinez,Unit 85,2021-05-28,2025-11-18,873.32,511.7,2025-02-23,"Unit 5570 Box 8602, DPO AE 23069",Anthonyview,Virginia,Korea,25059,Cash,Failed,88
TEN3553,Scott Mays,noliver@hotmail.com,912.272.9384x58738,LEASE3053,"Richardson, Diaz and White",Unit 41,2021-09-21,2027-04-18,2570.47,3303.79,2025-03-09,"01849 Conley Motorway Apt. 051, Jacquelineside, WA 38874",Codyberg,Ohio,Sao Tome and Principe,89006,Standing Order,Completed,74
TEN3562,David Larson,florestammy@hotmail.com,908-041-5505x6396,LEASE3062,"Sanchez, Bolton and Neal",Unit 54,2022-05-02,2025-09-23,1086.6,1420.58,2025-02-21,"867 Clark Dam, East Timothychester, ND 24039",Corymouth,South Carolina,Mexico,70237,Credit Card,Failed,90
TEN3590,Spencer Norman,sydney60@gmail.com,+1-825-942-1423x4527,LEASE3090,Rivera and Sons,Unit 39,2022-09-03,2027-01-24,1207.86,598.55,2025-03-09,"5066 Glover Wall, Khantown, TX 98034",Jacobsstad,Michigan,Austria,95539,Credit Card,Completed,74
TEN3594,Carol Nash,gardneramy@gmail.com,(668)061-6338,LEASE3094,Riley-Abbott,Unit 35,2020-09-20,2026-08-21,2412.93,3718.16,2025-03-18,"7246 Haley Islands, Brandiburgh, WI 27762",Melissastad,Virginia,Andorra,14648,Credit Card,In Arrears,65
TEN3595,Brian Williams,peggy45@hotmail.com,8119528552,LEASE3095,Robinson Ltd,Unit 15,2023-10-04,2028-01-17,1233.46,3379.36,2025-03-10,"96623 Lawson Center, Jessicaberg, NE 56501",Taylorport,Hawaii,Uganda,25555,Cash,Completed,73
TEN3601,Pamela Walsh,williamdrake@smith-brown.net,(824)350-2170,LEASE3101,Zhang-Wilson,Unit 85,2022-04-05,2027-04-05,2329.66,1683.78,2025-03-20,"962 Laura Rest Suite 553, Port Cindyfort, MS 85022",Lake Denise,Maine,Palestinian Territory,39959,Cash,In Arrears,63
TEN3603,Ricardo Watson,diazcolleen@yahoo.com,001-794-915-5897,LEASE3103,Kennedy PLC,Unit 67,2021-11-02,2026-12-14,2615.47,1647.43,2025-02-22,"082 Justin Extensions Apt. 244, Thomasbury, KY 58200",Powellfort,Kansas,Western Sahara,66639,Cash,In Arrears,89
TEN3610,James Anderson,mfrancis@sparks.com,7907268514,LEASE3110,Blackburn LLC,Unit 11,2021-02-05,2026-08-02,2589.5,1154.49,2025-04-12,"3213 Wood Rapid Suite 954, Rebeccaborough, MA 73320",Marktown,Texas,Oman,45374,Credit Card,Failed,40
TEN3615,Patricia Avery,connerheather@moreno.com,178-452-3137,LEASE3115,"Martinez, Jones and Ortega",Unit 11,2023-08-04,2026-04-19,2926.87,654.85,2025-03-13,"2453 Mary Expressway, Christensenside, TX 94614",Franklinfort,North Carolina,Kyrgyz Republic,62123,Bank Transfer,Completed,70
TEN3616,Jamie Smith,pcampbell@woods.info,(918)300-6564x563,LEASE3116,Cooper Inc,Unit 69,2020-10-29,2027-04-28,2673.82,2961.33,2025-03-04,"86840 Natasha Hills, East Amanda, NM 64583",Mcleanport,Alaska,Portugal,41438,Cash,Failed,79
TEN3625,James Lopez,yperkins@gmail.com,934-313-5997x90608,LEASE3125,"Gonzalez, Perkins and Horton",Unit 12,2023-03-08,2026-11-18,2621.2,1448.96,2025-04-13,"2918 Nathan Extension, Samanthamouth, CO 67637",Wendyborough,Washington,Cook Islands,33869,Bank Transfer,Pending,39
TEN3642,William Miller,lanesherry@hotmail.com,120-087-4320x824,LEASE3142,"Beard, Russell and Mcgrath",Unit 7,2022-05-05,2027-08-06,944.8,679.21,2025-04-10,"420 Renee Trail Apt. 831, Leeside, DC 29253",Vanessafurt,Delaware,Portugal,66787,Standing Order,Failed,42
TEN3643,Nicholas Hamilton,whitemichelle@taylor-roberts.info,9993488733,LEASE3143,Lewis-Rodriguez,Unit 18,2021-01-20,2025-06-08,2636.43,1650.21,2025-03-27,"5731 Cunningham Ways Suite 160, Turnerborough, RI 34988",Burgessland,Alaska,South Georgia and the South Sandwich Islands,83829,Cash,Pending,56
TEN3645,Joseph Thompson,allison40@hotmail.com,177-014-4271,LEASE3145,Foley-Smith,Unit 97,2022-05-01,2025-07-13,2102.08,1826.65,2025-04-05,"65874 Candice Plains, East Mary, NH 91409",Harperport,New York,Tokelau,47552,Standing Order,Pending,47
TEN3646,Kelly Murphy,cmiller@gmail.com,620.026.6862x82660,LEASE3146,Lopez-Hayes,Unit 90,2022-03-21,2025-09-12,779.65,3627.75,2025-03-14,"4195 Jonathan Summit Suite 809, Williamburgh, OH 18339",Lake Kathy,Virginia,Israel,65854,Standing Order,In Arrears,69
TEN3657,Angela Patterson,whitemelanie@gmail.com,9415199855,LEASE3157,Blackburn-Anderson,Unit 63,2022-06-25,2026-03-08,1040.95,2039.65,2025-02-22,"PSC 1892, Box 1006, APO AA 90129",Ballmouth,Iowa,Mauritius,82313,Cash,Pending,89
TEN3658,Robert Knight,kristenclark@morris.com,+1-480-678-1662x9294,LEASE3158,Rodriguez Group,Unit 79,2020-07-12,2027-02-24,2162.67,700.62,2025-04-14,"4381 Andrea Station, North Tiffanyland, MT 41233",Thomasmouth,Arkansas,Brunei Darussalam,71256,Cash,In Arrears,38
TEN3660,John Cannon,gonzalezdavid@yahoo.com,024-608-4969x9612,LEASE3160,"Hickman, Hahn and Graves",Unit 5,2021-02-28,2026-10-28,1993.37,1069.75,2025-02-26,"434 Dylan Grove, West Edwinview, CO 80870",East Benjamin,Arizona,Kiribati,40997,Standing Order,Completed,85
TEN3668,Edwin Adams,nicholskevin@hotmail.com,929.816.2046,LEASE3168,Walker-Brooks,Unit 86,2022-10-18,2027-09-23,1648.87,3590.06,2025-02-26,"07766 Smith Causeway, South Victor, MA 89809",Piercebury,North Carolina,Turks and Caicos Islands,71341,Cash,Pending,85
TEN3674,Derrick Ferguson,fwagner@stewart.com,(192)451-0874,LEASE3174,"Mueller, Harris and Parker",Unit 48,2023-09-09,2025-08-18,2851.91,3504.12,2025-04-21,"5774 Woods Creek, Port Michael, AZ 86683",South Melissafort,Minnesota,Bermuda,89718,Credit Card,Pending,31
TEN3678,Lisa Little,hmoody@yahoo.com,(973)908-2291,LEASE3178,Moore-Malone,Unit 10,2020-05-26,2026-09-19,2426.44,3460.59,2025-04-15,"6724 Laura Stream, New Heidibury, WV 95214",New Cynthia,Wisconsin,Niger,5019,Credit Card,Failed,37
TEN3683,Kathy Casey,rgibson@nguyen.org,9828203239,LEASE3183,Brown-Clark,Unit 68,2023-05-16,2028-02-26,1750.72,1428.52,2025-02-21,"50846 Christopher Roads Apt. 629, New Brian, LA 49533",Lake Natalieport,Nevada,Taiwan,48316,Credit Card,Completed,90
TEN3689,Matthew King,martinezlisa@gmail.com,(158)143-9238,LEASE3189,Perkins LLC,Unit 83,2020-11-10,2028-05-15,2317.44,1916.03,2025-04-07,"1460 Daugherty Harbor Suite 100, East Brandonshire, MS 82625",North Markview,Connecticut,Brunei Darussalam,88704,Credit Card,Failed,45
TEN3693,Lisa Escobar,pittmantammie@gmail.com,744-401-0289x582,LEASE3193,Bell PLC,Unit 30,2023-09-02,2027-03-11,1866.18,2214.23,2025-04-19,"4012 Clark Tunnel, Annefort, UT 47036",West Renee,Wisconsin,Japan,57467,Standing Order,Completed,33
TEN3706,Kari Jacobson,cindypowell@greene-rodriguez.com,833.069.3648,LEASE3206,Castillo-Holt,Unit 37,2020-07-28,2026-03-28,2413.43,3033.66,2025-03-23,"2966 White Walk, Cynthialand, WV 83917",Port Ashleyshire,New Jersey,Martinique,59914,Credit Card,In Arrears,60
TEN3712,Brandi Miller,xmiller@ochoa.com,666.531.7943x2570,LEASE3212,Ryan-Odonnell,Unit 38,2022-12-22,2027-02-21,1873.63,2788.42,2025-04-10,"770 Matthew Haven, Lindafurt, NM 51220",South Maryfort,Tennessee,Niger,82139,Bank Transfer,Pending,42
TEN3714,Emily Garcia,joesavage@hotmail.com,001-239-621-3861,LEASE3214,"Hansen, Sellers and Scott",Unit 52,2024-03-11,2027-02-06,891.72,1912.45,2025-04-18,"5474 Breanna Parks Suite 547, Lake Brianstad, MA 60566",South Cynthiaborough,North Dakota,Saint Helena,62183,Credit Card,Failed,34
TEN3727,Ellen Espinoza,vernondiaz@porter.info,045-848-1754x2480,LEASE3227,Gamble-Jones,Unit 87,2022-05-11,2025-07-31,2687.9,541.31,2025-04-20,"546 Phillips Unions, Sotoborough, KY 74855",Hendersonburgh,North Dakota,Central African Republic,43633,Cash,In Arrears,32
TEN3728,Marie Johnson,angelafreeman@silva.com,(349)367-2200x5691,LEASE3228,"Stanley, Erickson and Morris",Unit 37,2021-12-19,2027-03-20,530.21,3466.59,2025-03-21,"35283 Ramirez Valley Apt. 491, North Paulaview, MA 23870",Gomezside,Georgia,Brazil,52779,Credit Card,Failed,62
TEN3731,Jamie Park,kristen34@cross.com,001-558-165-5756x00905,LEASE3231,"Lucas, Juarez and Li",Unit 32,2023-08-19,2027-07-28,1695.51,2934.76,2025-04-04,"654 Barr Port, South Scottland, AL 45071",South Lindafurt,Connecticut,Cook Islands,16766,Standing Order,Failed,48
TEN3735,Anne Cortez,lgarcia@yahoo.com,001-847-675-2871x9746,LEASE3235,"Anthony, Knight and Bell",Unit 41,2020-12-17,2027-06-15,1500.04,2085.97,2025-04-20,"15791 Ashley Lake Suite 656, Port Andrewland, NC 90192",Port Williamchester,Minnesota,Bahamas,49860,Bank Transfer,Pending,32
TEN3737,Monica Pennington,smithshannon@hotmail.com,579.935.3308x16854,LEASE3237,Freeman and Sons,Unit 72,2023-11-05,2026-09-06,2170.37,2137.02,2025-03-19,"USNS Gutierrez, FPO AE 99606",East Robertberg,Nevada,Gambia,97849,Standing Order,Completed,64
TEN3741,Denise Wood,danielsvincent@roberson.org,9963278855,LEASE3241,Valentine-Thompson,Unit 36,2021-01-23,2028-02-14,1579.54,1158.83,2025-04-01,"125 Prince Roads Suite 865, Scottton, WV 23848",Johnsonfurt,Arizona,Saint Helena,68775,Bank Transfer,Completed,51
TEN3744,Shannon Weeks,tammystephenson@bass.info,197-586-3874,LEASE3244,Mckinney-Martin,Unit 81,2023-03-19,2026-04-07,1142.67,3505.92,2025-02-23,"6568 Donna Keys, East Joshua, MI 15223",South Jaimestad,Maryland,Morocco,7765,Cash,Completed,88
TEN3745,Gregory Collins,smithmalik@clark-wilson.com,+1-910-863-0658,LEASE3245,Aguilar PLC,Unit 69,2022-04-12,2027-01-13,1271.86,3493.94,2025-03-31,"305 Jacobson Mill Apt. 292, New William, DC 05502",Hermanhaven,Utah,Afghanistan,64292,Bank Transfer,In Arrears,52
TEN3748,Jennifer Carlson,philip80@george.com,4451343768,LEASE3248,"Salas, Fields and Cannon",Unit 76,2023-04-09,2026-06-20,2715.84,2554.06,2025-03-04,"4826 James Branch, Lake Heather, NE 65971",Terryshire,Idaho,Guatemala,66320,Cash,In Arrears,79
TEN3760,Sharon Larsen,hmarshall@gmail.com,059.726.1413,LEASE3260,Turner Ltd,Unit 63,2022-06-08,2026-01-25,1605.46,676.82,2025-03-02,"39771 Veronica Throughway, Lake Lisa, HI 89343",South Christopher,Alaska,Guinea-Bissau,42772,Credit Card,Completed,81
TEN3763,Cheryl Waters,vsimon@hansen-baker.biz,001-066-006-9609,LEASE3263,Mills-Miller,Unit 67,2023-06-05,2026-08-08,951.5,2438.82,2025-03-14,"07124 Luis Viaduct, Jimmyfurt, ID 00916",Port Crystal,Oregon,Bermuda,75208,Standing Order,Pending,69
TEN3779,Megan Brown,xmoore@hotmail.com,862.343.4226x49686,LEASE3279,Smith PLC,Unit 96,2024-01-22,2025-11-29,2156.63,2083.99,2025-02-21,"8104 Maria Mission, Anthonymouth, NC 89493",Christopherside,Louisiana,British Virgin Islands,65217,Standing Order,In Arrears,90
TEN3784,Michael Butler,geoffrey92@gmail.com,4661318437,LEASE3284,Luna-Rubio,Unit 75,2023-09-07,2028-03-29,1185.2,1535.27,2025-02-21,"754 Jennifer Rest Suite 463, Amyfurt, OK 37941",North Sarahview,Nevada,Belarus,95790,Standing Order,In Arrears,90
TEN3793,Joseph Nelson,rita95@yahoo.com,+1-937-661-5276x017,LEASE3293,Nguyen-Carroll,Unit 89,2021-11-14,2026-07-09,1513.72,3804.96,2025-03-28,"9330 Craig Loaf Suite 821, North Traceyshire, NJ 85774",North Kyle,Massachusetts,Netherlands Antilles,91829,Standing Order,In Arrears,55
TEN3797,Michael Rodriguez,erica67@fritz.info,3629355412,LEASE3297,"Carlson, Reyes and Scott",Unit 40,2023-06-27,2028-04-22,2095.2,2336.62,2025-02-27,"883 Rojas Stravenue, Johnsonmouth, OK 32880",Laurenmouth,Ohio,Portugal,7282,Cash,Failed,84
TEN3807,Krista Knight,itaylor@gmail.com,898.668.7632x687,LEASE3307,"Martinez, Kennedy and Johnson",Unit 19,2023-12-21,2025-11-16,895.63,3071.74,2025-02-26,"86516 Reid Hills, Christopherport, GA 29157",Ashleyberg,Virginia,Saint Lucia,87752,Credit Card,Pending,85
TEN3808,Bobby Jenkins,evance@gmail.com,040-489-4101x72908,LEASE3308,"Johnson, Fry and Oliver",Unit 45,2021-12-07,2025-07-28,2785.87,1213.61,2025-04-09,"4979 Berry Club Apt. 115, South Davidbury, AL 50418",Mitchellborough,Alabama,Slovakia (Slovak Republic),98201,Bank Transfer,Completed,43
